service_date,gtfs_route_id,gtfs_route_desc,route_category,mode_type,otp_numerator,otp_denominator,cancelled_numerator,month,route_short_name,route_long_name
2021-11-28,CR-Kingston,Commuter Rail,NULL,Commuter Rail,18,18,0,21Nov,,Kingston Line
2021-11-28,CR-Haverhill,Commuter Rail,NULL,Commuter Rail,15,16,0,21Nov,,Haverhill Line
2021-11-28,CR-Haverhill,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Haverhill Line
2021-11-28,CR-Greenbush,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Greenbush Line
2021-11-28,CR-Greenbush,Commuter Rail,NULL,Commuter Rail,16,16,0,21Nov,,Greenbush Line
2021-11-28,CR-Franklin,Commuter Rail,NULL,Commuter Rail,16,18,0,21Nov,,Franklin Line
2021-11-28,CR-Franklin,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Franklin Line
2021-11-28,CR-Fitchburg,Commuter Rail,NULL,Commuter Rail,15,16,0,21Nov,,Fitchburg Line
2021-11-28,CR-Fitchburg,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Fitchburg Line
2021-11-28,CR-Fairmount,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Fairmount Line
2021-11-28,CR-Fairmount,Commuter Rail,NULL,Commuter Rail,24,24,0,21Nov,,Fairmount Line
2021-11-28,Blue,Rapid Transit,Blue Line,Rail,33192.18,33682.69,0,21Nov,,Blue Line
2021-11-28,99,Local Bus,Other Bus,Bus,123,172,0,21Nov,99,Woodland Road - Wellington Station
2021-11-28,97,Local Bus,Other Bus,Bus,93,100,0,21Nov,97,Malden Center Station - Wellington Station
2021-11-28,96,Local Bus,Other Bus,Bus,197,265,0,21Nov,96,Medford Square - Harvard Station
2021-11-28,95,Local Bus,Other Bus,Bus,138,159,0,21Nov,95,West Medford or Arlington Center - Sullivan Square Station
2021-11-28,94,Local Bus,Other Bus,Bus,161,191,0,21Nov,94,Medford Square - Davis Station
2021-11-28,93,Local Bus,Other Bus,Bus,119,152,0,21Nov,93,Sullivan Square Station - Downtown via Bunker Hill Street
2021-11-28,91,Local Bus,Other Bus,Bus,173,200,0,21Nov,91,"Sullivan Square Station - Central Square, Cambridge"
2021-11-28,90,Local Bus,Other Bus,Bus,58,60,0,21Nov,90,Davis Station - Assembly Row
2021-11-28,9,Local Bus,Other Bus,Bus,325,412,0,21Nov,9,City Point - Copley Station
2021-11-28,89,Local Bus,Other Bus,Bus,149,219,0,21Nov,89,Clarendon Hill or Davis Station - Sullivan Square Station
2021-11-28,88,Local Bus,Other Bus,Bus,315,395,0,21Nov,88,Clarendon Hill - Lechmere Station
2021-11-28,87,Local Bus,Other Bus,Bus,344,393,0,21Nov,87,Clarendon Hill or Arlington Center - Lechmere Station
2021-11-28,86,Local Bus,Other Bus,Bus,252,358,0,21Nov,86,Sullivan Square Station - Reservoir Station
2021-11-28,83,Local Bus,Other Bus,Bus,169,213,0,21Nov,83,"Rindge Avenue - Central Square, Cambridge"
2021-11-28,80,Local Bus,Other Bus,Bus,191,224,0,21Nov,80,Arlington Center - Lechmere Station
2021-11-28,8,Local Bus,Other Bus,Bus,291,492,0,21Nov,8,Harbor Point - Kenmore Station
2021-11-28,78,Local Bus,Other Bus,Bus,226,303,0,21Nov,78,Arlmont Village - Harvard Station
2021-11-28,77,Key Bus Route (Frequent Service),Key Bus,Bus,725,928,0,21Nov,77,Arlington Heights - Harvard Station
2021-11-28,751,Rapid Transit,Silver Line,Bus,461,554,0,21Nov,SL4,Nubian Station - South Station
2021-11-28,75,Local Bus,Other Bus,Bus,229,275,0,21Nov,75,Belmont Center - Harvard via Huron Avenue
2021-11-28,749,Rapid Transit,Silver Line,Bus,607,738,0,21Nov,SL5,Nubian Station - Temple Place
2021-11-28,746,Rapid Transit,Silver Line,Bus,54,77,0,21Nov,SLW,Silver Line Way - South Station
2021-11-28,743,Rapid Transit,Silver Line,Bus,1180,1492,0,21Nov,SL3,Chelsea Station - South Station
2021-11-28,742,Rapid Transit,Silver Line,Bus,461,569,0,21Nov,SL2,Drydock Avenue - South Station
2021-11-28,741,Rapid Transit,Silver Line,Bus,2158,2634,0,21Nov,SL1,Logan Airport Terminals - South Station
2021-11-28,73,Key Bus Route (Frequent Service),Key Bus,Bus,476,586,0,21Nov,73,Waverley Square - Harvard Station
2021-11-28,71,Key Bus Route (Frequent Service),Key Bus,Bus,433,556,0,21Nov,71,Watertown Square - Harvard Station
2021-11-28,70,Local Bus,Other Bus,Bus,399,615,0,21Nov,70,Market Place Drive or Waltham Center - University Park
2021-11-28,69,Local Bus,Other Bus,Bus,188,233,0,21Nov,69,Harvard Square - Lechmere Station
2021-11-28,66,Key Bus Route (Frequent Service),Key Bus,Bus,1007,1284,0,21Nov,66,Harvard Square - Nubian Station
2021-11-28,64,Local Bus,Other Bus,Bus,71,98,0,21Nov,64,Oak Square - University Park or Kendall/MIT Station
2021-11-28,60,Local Bus,Other Bus,Bus,209,255,0,21Nov,60,Chestnut Hill - Kenmore Station
2021-11-28,59,Local Bus,Other Bus,Bus,85,108,0,21Nov,59,Needham Junction - Watertown Square
2021-11-28,57,Key Bus Route (Frequent Service),Key Bus,Bus,958,1179,0,21Nov,57,Watertown Yard - Kenmore Station
2021-11-28,55,Local Bus,Other Bus,Bus,42,53,0,21Nov,55,Jersey Street & Queensberry Street - Copley Station
2021-11-28,47,Local Bus,Other Bus,Bus,280,356,0,21Nov,47,"Central Square, Cambridge - Broadway Station"
2021-11-28,455,Local Bus,Other Bus,Bus,258,325,0,21Nov,455,Salem Depot - Wonderland Station
2021-11-28,450,Express Bus,Other Bus,Bus,218,272,0,21Nov,450,Salem Depot - Wonderland or Haymarket Station
2021-11-28,112,Local Bus,Other Bus,Bus,112,151,0,21Nov,112,Wellington Station - Wood Island Station
2021-11-28,45,Local Bus,Other Bus,Bus,241,308,0,21Nov,45,Franklin Park - Ruggles Station
2021-11-28,111,Key Bus Route (Frequent Service),Key Bus,Bus,1688,2051,0,21Nov,111,Woodlawn - Haymarket Station
2021-11-28,110,Local Bus,Other Bus,Bus,325,370,0,21Nov,110,Wonderland Station - Wellington Station
2021-11-28,442,Local Bus,Other Bus,Bus,171,239,0,21Nov,442,Marblehead - Wonderland Station via Humphrey Street
2021-11-28,11,Local Bus,Other Bus,Bus,224,280,0,21Nov,11,City Point - Chauncy Street & Summer Street
2021-11-28,Red,Rapid Transit,Red Line,Rail,65134.22,68831.88,0,21Nov,,Red Line
2021-11-28,Orange,Rapid Transit,Orange Line,Rail,45295.29,49044.47,0,21Nov,,Orange Line
2021-11-28,Green-E,Rapid Transit,Green Line,Rail,13758.83,16620.84,0,21Nov,E,Green Line E
2021-11-28,Green-D,Rapid Transit,Green Line,Rail,13778.7,17135.82,0,21Nov,D,Green Line D
2021-11-28,Green-C,Rapid Transit,Green Line,Rail,10074.79,12782.83,0,21Nov,C,Green Line C
2021-11-28,Green-B,Rapid Transit,Green Line,Rail,8129.772,10313.32,0,21Nov,B,Green Line B
2021-11-28,CR-Worcester,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Framingham/Worcester Line
2021-11-28,CR-Worcester,Commuter Rail,NULL,Commuter Rail,19,20,0,21Nov,,Framingham/Worcester Line
2021-11-28,CR-Shuttle003,Rail Replacement Bus,Other Bus,Bus,18,18,0,21Nov,NA,NA
2021-11-28,CR-Shuttle003,Rail Replacement Bus,Other Bus,Bus,0,0,0,21Nov,NA,NA
2021-11-28,CR-Shuttle002,Rail Replacement Bus,Other Bus,Bus,0,0,0,21Nov,NA,NA
2021-11-28,CR-Shuttle002,Rail Replacement Bus,Other Bus,Bus,19,20,0,21Nov,NA,NA
2021-11-28,CR-Shuttle001,Rail Replacement Bus,Other Bus,Bus,19,20,0,21Nov,NA,NA
2021-11-28,CR-Shuttle001,Rail Replacement Bus,Other Bus,Bus,0,0,0,21Nov,NA,NA
2021-11-28,CR-Providence,Commuter Rail,NULL,Commuter Rail,17,18,0,21Nov,,Providence/Stoughton Line
2021-11-28,CR-Providence,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Providence/Stoughton Line
2021-11-28,CR-Newburyport,Commuter Rail,NULL,Commuter Rail,18,18,0,21Nov,,Newburyport/Rockport Line
2021-11-28,CR-Newburyport,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Newburyport/Rockport Line
2021-11-28,CR-Newburyport,Commuter Rail,NULL,Commuter Rail,17,18,0,21Nov,,Newburyport/Rockport Line
2021-11-28,CR-Needham,Commuter Rail,NULL,Commuter Rail,15,16,0,21Nov,,Needham Line
2021-11-28,CR-Needham,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Needham Line
2021-11-28,CR-Middleborough,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Middleborough/Lakeville Line
2021-11-28,CR-Middleborough,Commuter Rail,NULL,Commuter Rail,20,20,0,21Nov,,Middleborough/Lakeville Line
2021-11-28,CR-Lowell,Commuter Rail,NULL,Commuter Rail,18,18,0,21Nov,,Lowell Line
2021-11-28,CR-Lowell,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Lowell Line
2021-11-28,CR-Kingston,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Kingston Line
2021-11-28,109,Local Bus,Other Bus,Bus,337,437,0,21Nov,109,Linden Square - Sullivan Square Station
2021-11-28,108,Local Bus,Other Bus,Bus,120,155,0,21Nov,108,Linden Square - Wellington Station
2021-11-28,106,Local Bus,Other Bus,Bus,174,248,0,21Nov,106,Lebanon Loop - Wellington Station
2021-11-28,105,Local Bus,Other Bus,Bus,55,100,0,21Nov,105,Malden Center Station - Sullivan Square Station via Newland Street Housing
2021-11-28,104,Local Bus,Other Bus,Bus,346,431,0,21Nov,104,Malden Center Station - Sullivan Square Station via Ferry Street
2021-11-28,101,Local Bus,Other Bus,Bus,198,264,0,21Nov,101,Malden Center Station - Sullivan Square Station via Winter Hill
2021-11-28,100,Local Bus,Other Bus,Bus,150,170,0,21Nov,100,Elm Street - Wellington Station
2021-11-28,10,Local Bus,Other Bus,Bus,277,373,0,21Nov,10,City Point - Copley Square
2021-11-28,1,Key Bus Route (Frequent Service),Key Bus,Bus,1129,1394,0,21Nov,1,Harvard Square - Nubian Station
2021-11-27,Red,Rapid Transit,Red Line,Rail,82499.06,90376.8,0,21Nov,,Red Line
2021-11-27,Orange,Rapid Transit,Orange Line,Rail,59760.12,69291.97,0,21Nov,,Orange Line
2021-11-27,Green-E,Rapid Transit,Green Line,Rail,20508.14,23355.13,0,21Nov,E,Green Line E
2021-11-27,Green-D,Rapid Transit,Green Line,Rail,20967.61,25802.69,0,21Nov,D,Green Line D
2021-11-27,Green-C,Rapid Transit,Green Line,Rail,13944.09,17100.38,0,21Nov,C,Green Line C
2021-11-27,Green-B,Rapid Transit,Green Line,Rail,10565.21,13362.33,0,21Nov,B,Green Line B
2021-11-27,CR-Worcester,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Framingham/Worcester Line
2021-11-28,441,Local Bus,Other Bus,Bus,77,139,0,21Nov,441,Marblehead - Wonderland Station via Paradise Road
2021-11-27,CR-Worcester,Commuter Rail,NULL,Commuter Rail,20,20,0,21Nov,,Framingham/Worcester Line
2021-11-27,CR-Shuttle003,Rail Replacement Bus,Other Bus,Bus,0,0,0,21Nov,NA,NA
2021-11-27,CR-Shuttle003,Rail Replacement Bus,Other Bus,Bus,18,18,0,21Nov,NA,NA
2021-11-27,CR-Shuttle002,Rail Replacement Bus,Other Bus,Bus,0,0,0,21Nov,NA,NA
2021-11-27,CR-Shuttle002,Rail Replacement Bus,Other Bus,Bus,20,20,0,21Nov,NA,NA
2021-11-27,CR-Shuttle001,Rail Replacement Bus,Other Bus,Bus,0,0,0,21Nov,NA,NA
2021-11-27,CR-Shuttle001,Rail Replacement Bus,Other Bus,Bus,20,20,0,21Nov,NA,NA
2021-11-27,CR-Providence,Commuter Rail,NULL,Commuter Rail,17,18,0,21Nov,,Providence/Stoughton Line
2021-11-27,CR-Providence,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Providence/Stoughton Line
2021-11-27,CR-Newburyport,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Newburyport/Rockport Line
2021-11-27,CR-Newburyport,Commuter Rail,NULL,Commuter Rail,18,18,0,21Nov,,Newburyport/Rockport Line
2021-11-27,CR-Needham,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Needham Line
2021-11-27,CR-Needham,Commuter Rail,NULL,Commuter Rail,16,16,0,21Nov,,Needham Line
2021-11-27,CR-Middleborough,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Middleborough/Lakeville Line
2021-11-27,CR-Middleborough,Commuter Rail,NULL,Commuter Rail,19,20,0,21Nov,,Middleborough/Lakeville Line
2021-11-27,CR-Lowell,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Lowell Line
2021-11-27,CR-Lowell,Commuter Rail,NULL,Commuter Rail,18,18,0,21Nov,,Lowell Line
2021-11-27,CR-Kingston,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Kingston Line
2021-11-27,CR-Kingston,Commuter Rail,NULL,Commuter Rail,16,18,0,21Nov,,Kingston Line
2021-11-27,CR-Haverhill,Commuter Rail,NULL,Commuter Rail,16,16,0,21Nov,,Haverhill Line
2021-11-27,CR-Haverhill,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Haverhill Line
2021-11-27,CR-Greenbush,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Greenbush Line
2021-11-27,CR-Greenbush,Commuter Rail,NULL,Commuter Rail,15,16,0,21Nov,,Greenbush Line
2021-11-27,CR-Franklin,Commuter Rail,NULL,Commuter Rail,18,18,0,21Nov,,Franklin Line
2021-11-27,CR-Franklin,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Franklin Line
2021-11-27,CR-Fitchburg,Commuter Rail,NULL,Commuter Rail,16,16,0,21Nov,,Fitchburg Line
2021-11-27,CR-Fitchburg,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Fitchburg Line
2021-11-27,CR-Fairmount,Commuter Rail,NULL,Commuter Rail,0,0,0,21Nov,,Fairmount Line
2021-11-27,CR-Fairmount,Commuter Rail,NULL,Commuter Rail,24,24,0,21Nov,,Fairmount Line
2021-11-27,Blue,Rapid Transit,Blue Line,Rail,43410.48,44501.59,0,21Nov,,Blue Line
2021-11-28,44,Local Bus,Other Bus,Bus,205,333,0,21Nov,44,Jackson Square Station - Ruggles Station
2021-11-28,435,Local Bus,Other Bus,Bus,55,78,0,21Nov,435,"Liberty Tree Mall - Central Square, Lynn via Peabody Square"
2021-11-28,43,Local Bus,Other Bus,Bus,224,310,0,21Nov,43,Ruggles  Station - Park Street Station
2021-11-28,429,Local Bus,Other Bus,Bus,79,125,0,21Nov,429,"Northgate Shopping Center - Central Square, Lynn"
2021-11-28,426,Express Bus,Other Bus,Bus,138,272,0,21Nov,426,"Central Square, Lynn - Haymarket or Wonderland Station"
2021-11-28,42,Local Bus,Other Bus,Bus,139,160,0,21Nov,42,Forest Hills Station - Nubian Station
2021-11-28,41,Local Bus,Other Bus,Bus,179,214,0,21Nov,41,Centre Street & Eliot Street - JFK/UMass Station
2021-11-28,40,Local Bus,Other Bus,Bus,63,88,0,21Nov,40,Georgetowne - Forest Hills Station
2021-11-28,39,Key Bus Route (Frequent Service),Key Bus,Bus,836,1136,0,21Nov,39,Forest Hills Station - Back Bay Station
2021-11-28,36,Local Bus,Other Bus,Bus,308,438,0,21Nov,36,Millennium Park or VA Hospital - Forest Hills Station
2021-11-28,350,Local Bus,Other Bus,Bus,218,330,0,21Nov,350,North Burlington - Alewife Station
2021-11-28,35,Local Bus,Other Bus,Bus,145,186,0,21Nov,35,Dedham Mall or Stimson Street - Forest Hills Station
2021-11-28,34E,Local Bus,Other Bus,Bus,434,750,0,21Nov,34E,Walpole Center - Forest Hills Station
2021-11-28,34,Local Bus,Other Bus,Bus,272,369,0,21Nov,34,Dedham Mall or Dedham Line - Forest Hills Station
2021-11-28,32,Key Bus Route (Frequent Service),Key Bus,Bus,558,665,0,21Nov,32,Wolcott or Cleary Square - Forest Hills Station
2021-11-28,31,Local Bus,Other Bus,Bus,486,533,0,21Nov,31,Mattapan Station - Forest Hills Station via Morton Street
2021-11-28,30,Local Bus,Other Bus,Bus,116,139,0,21Nov,30,Mattapan Station - Forest Hills Station via Cummins Highway and Roslindale Square
2021-11-28,28,Key Bus Route (Frequent Service),Key Bus,Bus,1071,1360,0,21Nov,28,Mattapan Station - Ruggles Station
2021-11-28,26,Local Bus,Other Bus,Bus,77,91,0,21Nov,26,Ashmont Station - Norfolk Street Loop
2021-11-28,240,Local Bus,Other Bus,Bus,221,275,0,21Nov,240,Avon Square - Ashmont Station
2021-11-28,24,Local Bus,Other Bus,Bus,156,190,0,21Nov,24,Wakefield Avenue & Truman Parkway - Ashmont Station
2021-11-28,238,Local Bus,Other Bus,Bus,112,195,0,21Nov,238,Holbrook/Randolph Station - Quincy Center Station
2021-11-28,236,Local Bus,Other Bus,Bus,44,123,0,21Nov,236,South Shore Plaza - Quincy Center Station
2021-11-28,230,Local Bus,Other Bus,Bus,131,213,0,21Nov,230,Montello Station - Quincy Center Station
2021-11-28,23,Key Bus Route (Frequent Service),Key Bus,Bus,1177,1433,0,21Nov,23,Ashmont Station - Ruggles Station via Washington Street
2021-11-28,225,Local Bus,Other Bus,Bus,152,179,0,21Nov,225,Weymouth Landing - Quincy Center Station
2021-11-28,222,Local Bus,Other Bus,Bus,131,182,0,21Nov,222,East Weymouth - Quincy Center Station
2021-11-28,220,Local Bus,Other Bus,Bus,156,220,0,21Nov,220,Hingham Depot - Quincy Center Station
2021-11-28,22,Key Bus Route (Frequent Service),Key Bus,Bus,826,963,0,21Nov,22,Ashmont Station - Ruggles Station via Talbot Ave
2021-11-28,216,Local Bus,Other Bus,Bus,141,236,0,21Nov,216,Houghs Neck - Quincy Center Station via Germantown
2021-11-28,215,Local Bus,Other Bus,Bus,162,234,0,21Nov,215,Quincy Center Station - Ashmont Station via West Quincy
2021-11-28,211,Local Bus,Other Bus,Bus,29,64,0,21Nov,211,Quincy Center Station - Squantum
2021-11-28,210,Local Bus,Other Bus,Bus,0,3,0,21Nov,210,Quincy Center Station - Fields Corner Station
2021-11-28,21,Local Bus,Other Bus,Bus,137,161,0,21Nov,21,Ashmont Station - Forest Hills Station
2021-11-28,201,Local Bus,Other Bus,Bus,107,143,0,21Nov,201,Fields Corner Loop via Neponset Ave
2021-11-28,194,Local Bus,Other Bus,Bus,9,16,0,21Nov,NA,NA
2021-11-28,191,Local Bus,Other Bus,Bus,10,11,0,21Nov,NA,NA
2021-11-28,171,Limited Service,Other Bus,Bus,1,8,0,21Nov,171,Logan Airport Terminals - Nubian Station
2021-11-28,17,Local Bus,Other Bus,Bus,103,158,0,21Nov,17,Fields Corner Station - Andrew Station
2021-11-28,16,Local Bus,Other Bus,Bus,432,552,0,21Nov,16,Forest Hills Station - Andrew Station or Harbor Point
2021-11-28,15,Key Bus Route (Frequent Service),Key Bus,Bus,736,972,0,21Nov,15,Fields Corner Station or Kane Square - Ruggles Station
2021-11-28,137,Local Bus,Other Bus,Bus,70,98,0,21Nov,137,Reading Depot - Malden Center Station
2021-11-28,134,Local Bus,Other Bus,Bus,203,249,0,21Nov,134,North Woburn - Wellington Station
2021-11-28,120,Local Bus,Other Bus,Bus,162,231,0,21Nov,120,Orient Heights Station - Jeffries Point
2021-11-28,119,Local Bus,Other Bus,Bus,59,119,0,21Nov,119,Northgate Shopping Center - Beachmont Station
2021-11-28,117,Key Bus Route (Frequent Service),Key Bus,Bus,405,538,0,21Nov,117,Wonderland Station - Maverick Station via Beach Street
2021-11-28,116,Key Bus Route (Frequent Service),Key Bus,Bus,357,441,0,21Nov,116,Wonderland Station - Maverick Station via Revere Street
2021-11-26,436,Local Bus,Other Bus,Bus,73,107,0,21Nov,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle"
2021-11-26,435,Local Bus,Other Bus,Bus,36,68,0,21Nov,435,"Liberty Tree Mall - Central Square, Lynn via Peabody Square"
2021-11-26,435,Local Bus,Other Bus,Bus,111,202,0,21Nov,435,"Liberty Tree Mall - Central Square, Lynn via Peabody Square"
2021-11-26,430,Local Bus,Other Bus,Bus,66,103,0,21Nov,430,Saugus Center - Malden Center Station
2021-11-26,430,Local Bus,Other Bus,Bus,121,170,0,21Nov,430,Saugus Center - Malden Center Station
2021-11-26,43,Local Bus,Other Bus,Bus,212,234,0,21Nov,43,Ruggles  Station - Park Street Station
2021-11-26,43,Local Bus,Other Bus,Bus,48,65,0,21Nov,43,Ruggles  Station - Park Street Station
2021-11-26,429,Local Bus,Other Bus,Bus,45,77,0,21Nov,429,"Northgate Shopping Center - Central Square, Lynn"
2021-11-26,429,Local Bus,Other Bus,Bus,122,182,0,21Nov,429,"Northgate Shopping Center - Central Square, Lynn"
2021-11-26,428,Express Bus,Other Bus,Bus,20,28,0,21Nov,428,Oaklandvale - Haymarket Station
2021-11-26,428,Express Bus,Other Bus,Bus,4,11,0,21Nov,428,Oaklandvale - Haymarket Station
2021-11-26,426,Express Bus,Other Bus,Bus,45,118,0,21Nov,426,"Central Square, Lynn - Haymarket or Wonderland Station"
2021-11-26,426,Express Bus,Other Bus,Bus,122,235,0,21Nov,426,"Central Square, Lynn - Haymarket or Wonderland Station"
2021-11-26,424,Express Bus,Other Bus,Bus,15,36,0,21Nov,424,Eastern Avenue & Essex Street - Wonderland Station
2021-11-26,424,Express Bus,Other Bus,Bus,12,23,0,21Nov,424,Eastern Avenue & Essex Street - Wonderland Station
2021-11-26,42,Local Bus,Other Bus,Bus,250,347,0,21Nov,42,Forest Hills Station - Nubian Station
2021-11-26,42,Local Bus,Other Bus,Bus,95,117,0,21Nov,42,Forest Hills Station - Nubian Station
2021-11-26,411,Local Bus,Other Bus,Bus,101,163,0,21Nov,411,Kennedy Drive or Jack Satter House - Malden Center Station
2021-11-26,411,Local Bus,Other Bus,Bus,27,59,0,21Nov,411,Kennedy Drive or Jack Satter House - Malden Center Station
2021-11-26,41,Local Bus,Other Bus,Bus,109,173,0,21Nov,41,Centre Street & Eliot Street - JFK/UMass Station
2021-11-26,41,Local Bus,Other Bus,Bus,242,389,0,21Nov,41,Centre Street & Eliot Street - JFK/UMass Station
2021-11-26,40,Local Bus,Other Bus,Bus,41,91,0,21Nov,40,Georgetowne - Forest Hills Station
2021-11-26,40,Local Bus,Other Bus,Bus,119,186,0,21Nov,40,Georgetowne - Forest Hills Station
2021-11-26,4,Limited Service,Other Bus,Bus,55,74,0,21Nov,4,North Station - Tide Street
2021-11-26,4,Limited Service,Other Bus,Bus,25,36,0,21Nov,4,North Station - Tide Street
2021-11-26,39,Key Bus Route (Frequent Service),Key Bus,Bus,462,562,0,21Nov,39,Forest Hills Station - Back Bay Station
2021-11-26,39,Key Bus Route (Frequent Service),Key Bus,Bus,1103,1327,0,21Nov,39,Forest Hills Station - Back Bay Station
2021-11-26,38,Local Bus,Other Bus,Bus,161,195,0,21Nov,38,Wren Street - Forest Hills Station
2021-11-26,38,Local Bus,Other Bus,Bus,109,137,0,21Nov,38,Wren Street - Forest Hills Station
2021-11-26,37,Local Bus,Other Bus,Bus,124,145,0,21Nov,37,Baker Street & Vermont Street - Forest Hills Station
2021-11-26,37,Local Bus,Other Bus,Bus,185,197,0,21Nov,37,Baker Street & Vermont Street - Forest Hills Station
2021-11-26,36,Local Bus,Other Bus,Bus,212,231,0,21Nov,36,Millennium Park or VA Hospital - Forest Hills Station
2021-11-26,36,Local Bus,Other Bus,Bus,337,416,0,21Nov,36,Millennium Park or VA Hospital - Forest Hills Station
2021-11-26,354,Express Bus,Other Bus,Bus,112,181,0,21Nov,354,"North Burlington - State Street, Boston"
2021-11-26,354,Express Bus,Other Bus,Bus,103,155,0,21Nov,354,"North Burlington - State Street, Boston"
2021-11-26,351,Limited Service,Other Bus,Bus,25,48,0,21Nov,351,Bedford Woods Drive - Third Avenue
2021-11-26,351,Limited Service,Other Bus,Bus,11,21,0,21Nov,351,Bedford Woods Drive - Third Avenue
2021-11-26,350,Local Bus,Other Bus,Bus,148,275,0,21Nov,350,North Burlington - Alewife Station
2021-11-26,350,Local Bus,Other Bus,Bus,333,482,0,21Nov,350,North Burlington - Alewife Station
2021-11-26,35,Local Bus,Other Bus,Bus,118,172,0,21Nov,35,Dedham Mall or Stimson Street - Forest Hills Station
2021-11-26,35,Local Bus,Other Bus,Bus,208,273,0,21Nov,35,Dedham Mall or Stimson Street - Forest Hills Station
2021-11-26,34E,Local Bus,Other Bus,Bus,171,341,0,21Nov,34E,Walpole Center - Forest Hills Station
2021-11-26,34E,Local Bus,Other Bus,Bus,549,795,0,21Nov,34E,Walpole Center - Forest Hills Station
2021-11-26,34,Local Bus,Other Bus,Bus,241,287,0,21Nov,34,Dedham Mall or Dedham Line - Forest Hills Station
2021-11-26,34,Local Bus,Other Bus,Bus,489,602,0,21Nov,34,Dedham Mall or Dedham Line - Forest Hills Station
2021-11-26,33,Local Bus,Other Bus,Bus,100,130,0,21Nov,33,River Street & Milton Street - Mattapan Station
2021-11-26,33,Local Bus,Other Bus,Bus,63,74,0,21Nov,33,River Street & Milton Street - Mattapan Station
2021-11-26,32,Key Bus Route (Frequent Service),Key Bus,Bus,1062,1248,0,21Nov,32,Wolcott or Cleary Square - Forest Hills Station
2021-11-26,32,Key Bus Route (Frequent Service),Key Bus,Bus,380,424,0,21Nov,32,Wolcott or Cleary Square - Forest Hills Station
2021-11-26,31,Local Bus,Other Bus,Bus,759,872,0,21Nov,31,Mattapan Station - Forest Hills Station via Morton Street
2021-11-26,62,Local Bus,Other Bus,Bus,161,242,0,21Nov,62,Bedford VA Hospital - Alewife Station
2021-11-27,99,Local Bus,Other Bus,Bus,142,181,0,21Nov,99,Woodland Road - Wellington Station
2021-11-26,83,Local Bus,Other Bus,Bus,239,298,0,21Nov,83,"Rindge Avenue - Central Square, Cambridge"
2021-11-26,83,Local Bus,Other Bus,Bus,70,101,0,21Nov,83,"Rindge Avenue - Central Square, Cambridge"
2021-11-26,80,Local Bus,Other Bus,Bus,111,150,0,21Nov,80,Arlington Center - Lechmere Station
2021-11-26,80,Local Bus,Other Bus,Bus,283,424,0,21Nov,80,Arlington Center - Lechmere Station
2021-11-26,8,Local Bus,Other Bus,Bus,415,585,0,21Nov,8,Harbor Point - Kenmore Station
2021-11-26,8,Local Bus,Other Bus,Bus,156,222,0,21Nov,8,Harbor Point - Kenmore Station
2021-11-26,78,Local Bus,Other Bus,Bus,360,407,0,21Nov,78,Arlmont Village - Harvard Station
2021-11-26,78,Local Bus,Other Bus,Bus,95,147,0,21Nov,78,Arlmont Village - Harvard Station
2021-11-26,77,Key Bus Route (Frequent Service),Key Bus,Bus,1015,1220,0,21Nov,77,Arlington Heights - Harvard Station
2021-11-26,77,Key Bus Route (Frequent Service),Key Bus,Bus,329,433,0,21Nov,77,Arlington Heights - Harvard Station
2021-11-26,751,Rapid Transit,Silver Line,Bus,222,254,0,21Nov,SL4,Nubian Station - South Station
2021-11-26,751,Rapid Transit,Silver Line,Bus,601,688,0,21Nov,SL4,Nubian Station - South Station
2021-11-26,75,Local Bus,Other Bus,Bus,276,310,0,21Nov,75,Belmont Center - Harvard via Huron Avenue
2021-11-26,75,Local Bus,Other Bus,Bus,118,148,0,21Nov,75,Belmont Center - Harvard via Huron Avenue
2021-11-26,749,Rapid Transit,Silver Line,Bus,254,301,0,21Nov,SL5,Nubian Station - Temple Place
