service_date,gtfs_route_id,gtfs_route_desc,route_category,mode_type,otp_numerator,otp_denominator,cancelled_numerator,month,route_short_name,route_long_name
2022-05-25,29,Local Bus,Other Bus,Bus,239,357,0,22May,29,Mattapan Station - Jackson Square Station
2022-05-25,28,Key Bus Route (Frequent Service),Key Bus,Bus,1147,1514,0,22May,28,Mattapan Station - Ruggles Station
2022-05-25,28,Key Bus Route (Frequent Service),Key Bus,Bus,360,514,0,22May,28,Mattapan Station - Ruggles Station
2022-05-25,26,Local Bus,Other Bus,Bus,61,127,0,22May,26,Ashmont Station - Norfolk Street Loop
2022-05-25,26,Local Bus,Other Bus,Bus,146,236,0,22May,26,Ashmont Station - Norfolk Street Loop
2022-05-25,245,Local Bus,Other Bus,Bus,18,59,0,22May,245,Quincy Center Station - Mattapan Station
2022-05-24,Red,Rapid Transit,Red Line,Rail,107686.1,117997.7,0,22May,,Red Line
2022-05-24,Red,Rapid Transit,Red Line,Rail,118334.1,132448,0,22May,,Red Line
2022-05-24,Orange,Rapid Transit,Orange Line,Rail,87007.8,98023.81,0,22May,,Orange Line
2022-05-24,Orange,Rapid Transit,Orange Line,Rail,69857.56,81328.6,0,22May,,Orange Line
2022-05-24,Green-E,Rapid Transit,Green Line,Rail,13954.61,16680.97,0,22May,E,Green Line E
2022-05-24,Green-E,Rapid Transit,Green Line,Rail,18095.51,21877.11,0,22May,E,Green Line E
2022-05-24,Green-D,Rapid Transit,Green Line,Rail,14198.72,17723.54,0,22May,D,Green Line D
2022-05-24,Green-D,Rapid Transit,Green Line,Rail,19564.78,24354.9,0,22May,D,Green Line D
2022-05-24,Green-C,Rapid Transit,Green Line,Rail,7996.779,9526.494,0,22May,C,Green Line C
2022-05-24,Green-C,Rapid Transit,Green Line,Rail,10879.28,13124.19,0,22May,C,Green Line C
2022-05-24,Green-B,Rapid Transit,Green Line,Rail,9397.97,11199.09,0,22May,B,Green Line B
2022-05-24,Green-B,Rapid Transit,Green Line,Rail,6029.109,6972.247,0,22May,B,Green Line B
2022-05-24,CR-Worcester,Commuter Rail,NULL,Commuter Rail,16,17,0,22May,,Framingham/Worcester Line
2022-05-24,CR-Worcester,Commuter Rail,NULL,Commuter Rail,25,25,0,22May,,Framingham/Worcester Line
2022-05-24,CR-Shuttle003,Rail Replacement Bus,Other Bus,Bus,10,11,0,22May,NA,NA
2022-05-24,CR-Shuttle003,Rail Replacement Bus,Other Bus,Bus,30,32,0,22May,NA,NA
2022-05-24,CR-Shuttle002,Rail Replacement Bus,Other Bus,Bus,25,25,0,22May,NA,NA
2022-05-24,CR-Shuttle002,Rail Replacement Bus,Other Bus,Bus,16,17,0,22May,NA,NA
2022-05-24,CR-Shuttle001,Rail Replacement Bus,Other Bus,Bus,25,25,0,22May,NA,NA
2022-05-24,CR-Shuttle001,Rail Replacement Bus,Other Bus,Bus,16,17,0,22May,NA,NA
2022-05-24,CR-Providence,Commuter Rail,NULL,Commuter Rail,23,23,0,22May,,Providence/Stoughton Line
2022-05-24,CR-Providence,Commuter Rail,NULL,Commuter Rail,9,9,0,22May,,Providence/Stoughton Line
2022-05-24,CR-Providence,Commuter Rail,NULL,Commuter Rail,26,28,0,22May,,Providence/Stoughton Line
2022-05-24,CR-Providence,Commuter Rail,NULL,Commuter Rail,11,12,0,22May,,Providence/Stoughton Line
2022-05-24,CR-Newburyport,Commuter Rail,NULL,Commuter Rail,0,0,0,22May,,Newburyport/Rockport Line
2022-05-24,CR-Newburyport,Commuter Rail,NULL,Commuter Rail,27,27,0,22May,,Newburyport/Rockport Line
2022-05-24,CR-Newburyport,Commuter Rail,NULL,Commuter Rail,25,26,0,22May,,Newburyport/Rockport Line
2022-05-24,CR-Needham,Commuter Rail,NULL,Commuter Rail,22,23,0,22May,,Needham Line
2022-05-24,CR-Needham,Commuter Rail,NULL,Commuter Rail,8,9,0,22May,,Needham Line
2022-05-24,CR-Middleborough,Commuter Rail,NULL,Commuter Rail,20,22,0,22May,,Middleborough/Lakeville Line
2022-05-24,CR-Middleborough,Commuter Rail,NULL,Commuter Rail,7,8,0,22May,,Middleborough/Lakeville Line
2022-05-24,CR-Lowell,Commuter Rail,NULL,Commuter Rail,10,11,0,22May,,Lowell Line
2022-05-24,CR-Lowell,Commuter Rail,NULL,Commuter Rail,30,32,0,22May,,Lowell Line
2022-05-24,CR-Kingston,Commuter Rail,NULL,Commuter Rail,8,8,0,22May,,Kingston Line
2022-05-24,CR-Kingston,Commuter Rail,NULL,Commuter Rail,18,18,0,22May,,Kingston Line
2022-05-24,CR-Haverhill,Commuter Rail,NULL,Commuter Rail,31,32,0,22May,,Haverhill Line
2022-05-24,CR-Haverhill,Commuter Rail,NULL,Commuter Rail,12,13,0,22May,,Haverhill Line
2022-05-24,CR-Greenbush,Commuter Rail,NULL,Commuter Rail,19,19,0,22May,,Greenbush Line
2022-05-24,CR-Greenbush,Commuter Rail,NULL,Commuter Rail,6,7,0,22May,,Greenbush Line
2022-05-24,CR-Franklin,Commuter Rail,NULL,Commuter Rail,9,12,0,22May,,Franklin Line
2022-05-24,CR-Franklin,Commuter Rail,NULL,Commuter Rail,17,18,0,22May,,Franklin Line
2022-05-24,CR-Foxboro,Limited Service,NULL,Commuter Rail,0,0,0,22May,,Foxboro Event Service
2022-05-24,CR-Foxboro,Limited Service,NULL,Commuter Rail,8,8,0,22May,,Foxboro Event Service
2022-05-24,CR-Fitchburg,Commuter Rail,NULL,Commuter Rail,7,9,0,22May,,Fitchburg Line
2022-05-24,CR-Fitchburg,Commuter Rail,NULL,Commuter Rail,21,25,0,22May,,Fitchburg Line
2022-05-24,CR-Fairmount,Commuter Rail,NULL,Commuter Rail,35,35,0,22May,,Fairmount Line
2022-05-24,CR-Fairmount,Commuter Rail,NULL,Commuter Rail,12,12,0,22May,,Fairmount Line
2022-05-24,Blue,Rapid Transit,Blue Line,Rail,21329.46,25763.07,0,22May,,Blue Line
2022-05-24,Blue,Rapid Transit,Blue Line,Rail,11633.57,15571.22,0,22May,,Blue Line
2022-05-24,99,Local Bus,Other Bus,Bus,106,181,0,22May,99,Woodland Road - Wellington Station
2022-05-25,245,Local Bus,Other Bus,Bus,17,24,0,22May,245,Quincy Center Station - Mattapan Station
2022-05-24,411,Local Bus,Other Bus,Bus,99,159,0,22May,411,Kennedy Drive or Jack Satter House - Malden Center Station
2022-05-24,99,Local Bus,Other Bus,Bus,46,68,0,22May,99,Woodland Road - Wellington Station
2022-05-24,236,Local Bus,Other Bus,Bus,52,88,0,22May,236,South Shore Plaza - Quincy Center Station
2022-05-24,746,Rapid Transit,Silver Line,Bus,50,88,0,22May,SLW,Silver Line Way - South Station
2022-05-25,15,Key Bus Route (Frequent Service),Key Bus,Bus,712,902,0,22May,15,Fields Corner Station or Kane Square - Ruggles Station
2022-05-24,52,Local Bus,Other Bus,Bus,76,175,0,22May,52,Dedham Mall - Watertown Yard
2022-05-24,230,Local Bus,Other Bus,Bus,224,354,0,22May,230,Montello Station - Quincy Center Station
2022-05-24,230,Local Bus,Other Bus,Bus,104,172,0,22May,230,Montello Station - Quincy Center Station
2022-05-24,23,Key Bus Route (Frequent Service),Key Bus,Bus,1192,1572,0,22May,23,Ashmont Station - Ruggles Station via Washington Street
2022-05-24,23,Key Bus Route (Frequent Service),Key Bus,Bus,387,532,0,22May,23,Ashmont Station - Ruggles Station via Washington Street
2022-05-24,225,Local Bus,Other Bus,Bus,354,473,0,22May,225,Weymouth Landing - Quincy Center Station
2022-05-24,225,Local Bus,Other Bus,Bus,173,250,0,22May,225,Weymouth Landing - Quincy Center Station
2022-05-24,222,Local Bus,Other Bus,Bus,197,290,0,22May,222,East Weymouth - Quincy Center Station
2022-05-24,51,Local Bus,Other Bus,Bus,195,250,0,22May,51,Reservoir Station - Forest Hills Station
2022-05-24,222,Local Bus,Other Bus,Bus,61,101,0,22May,222,East Weymouth - Quincy Center Station
2022-05-24,51,Local Bus,Other Bus,Bus,84,137,0,22May,51,Reservoir Station - Forest Hills Station
2022-05-24,220,Local Bus,Other Bus,Bus,119,166,0,22May,220,Hingham Depot - Quincy Center Station
2022-05-24,505,Express Bus,Other Bus,Bus,75,114,0,22May,505,Waltham Center - Federal Street & Franklin Street
2022-05-24,220,Local Bus,Other Bus,Bus,298,376,0,22May,220,Hingham Depot - Quincy Center Station
2022-05-24,505,Express Bus,Other Bus,Bus,106,165,0,22May,505,Waltham Center - Federal Street & Franklin Street
2022-05-24,22,Key Bus Route (Frequent Service),Key Bus,Bus,991,1260,0,22May,22,Ashmont Station - Ruggles Station via Talbot Ave
2022-05-24,504,Express Bus,Other Bus,Bus,117,189,0,22May,504,Watertown Yard - Federal Street & Franklin Street
2022-05-24,22,Key Bus Route (Frequent Service),Key Bus,Bus,366,502,0,22May,22,Ashmont Station - Ruggles Station via Talbot Ave
2022-05-24,504,Express Bus,Other Bus,Bus,99,206,0,22May,504,Watertown Yard - Federal Street & Franklin Street
2022-05-24,217,Limited Service,Other Bus,Bus,17,26,0,22May,217,Quincy Center Station - Ashmont Station via Wollaston Station
2022-05-24,501,Express Bus,Other Bus,Bus,78,122,0,22May,501,Brighton Center - Federal Street & Franklin Street
2022-05-24,217,Limited Service,Other Bus,Bus,17,29,0,22May,217,Quincy Center Station - Ashmont Station via Wollaston Station
2022-05-24,501,Express Bus,Other Bus,Bus,155,236,0,22May,501,Brighton Center - Federal Street & Franklin Street
2022-05-24,216,Local Bus,Other Bus,Bus,172,184,0,22May,216,Houghs Neck - Quincy Center Station via Germantown
2022-05-24,50,Local Bus,Other Bus,Bus,35,94,0,22May,50,Cleary Square - Forest Hills Station
2022-05-24,216,Local Bus,Other Bus,Bus,290,390,0,22May,216,Houghs Neck - Quincy Center Station via Germantown
2022-05-24,50,Local Bus,Other Bus,Bus,74,130,0,22May,50,Cleary Square - Forest Hills Station
2022-05-24,215,Local Bus,Other Bus,Bus,249,368,0,22May,215,Quincy Center Station - Ashmont Station via West Quincy
2022-05-24,47,Local Bus,Other Bus,Bus,167,265,0,22May,47,"Central Square, Cambridge - Broadway Station"
2022-05-24,215,Local Bus,Other Bus,Bus,90,170,0,22May,215,Quincy Center Station - Ashmont Station via West Quincy
2022-05-24,47,Local Bus,Other Bus,Bus,321,576,0,22May,47,"Central Square, Cambridge - Broadway Station"
2022-05-24,211,Local Bus,Other Bus,Bus,80,139,0,22May,211,Quincy Center Station - Squantum
2022-05-24,456,Limited Service,Other Bus,Bus,3,3,0,22May,456,"Salem Depot - Central Square, Lynn"
2022-05-24,211,Local Bus,Other Bus,Bus,52,86,0,22May,211,Quincy Center Station - Squantum
2022-05-24,456,Limited Service,Other Bus,Bus,31,56,0,22May,456,"Salem Depot - Central Square, Lynn"
2022-05-24,210,Local Bus,Other Bus,Bus,99,144,0,22May,210,Quincy Center Station - Fields Corner Station
2022-05-24,455,Local Bus,Other Bus,Bus,99,173,0,22May,455,Salem Depot - Wonderland Station
2022-05-24,210,Local Bus,Other Bus,Bus,68,109,0,22May,210,Quincy Center Station - Fields Corner Station
2022-05-24,455,Local Bus,Other Bus,Bus,336,492,0,22May,455,Salem Depot - Wonderland Station
2022-05-24,21,Local Bus,Other Bus,Bus,287,497,0,22May,21,Ashmont Station - Forest Hills Station
2022-05-24,21,Local Bus,Other Bus,Bus,160,221,0,22May,21,Ashmont Station - Forest Hills Station
2022-05-24,202,Local Bus,Other Bus,Bus,119,143,0,22May,202,Fields Corner Loop via Adams Street
2022-05-24,202,Local Bus,Other Bus,Bus,32,57,0,22May,202,Fields Corner Loop via Adams Street
2022-05-24,201,Local Bus,Other Bus,Bus,41,58,0,22May,201,Fields Corner Loop via Neponset Ave
2022-05-24,201,Local Bus,Other Bus,Bus,163,218,0,22May,201,Fields Corner Loop via Neponset Ave
2022-05-24,194,Local Bus,Other Bus,Bus,3,6,0,22May,NA,NA
2022-05-24,193,Local Bus,Other Bus,Bus,17,18,0,22May,NA,NA
2022-05-24,192,Local Bus,Other Bus,Bus,13,16,0,22May,NA,NA
2022-05-24,191,Local Bus,Other Bus,Bus,21,22,0,22May,NA,NA
2022-05-24,19,Local Bus,Other Bus,Bus,220,401,0,22May,19,Fields Corner Station - Kenmore or Ruggles Station
2022-05-24,19,Local Bus,Other Bus,Bus,90,299,0,22May,19,Fields Corner Station - Kenmore or Ruggles Station
2022-05-24,18,Local Bus,Other Bus,Bus,25,29,0,22May,18,Ashmont Station - Andrew Station
2022-05-24,18,Local Bus,Other Bus,Bus,31,50,0,22May,18,Ashmont Station - Andrew Station
2022-05-24,171,Limited Service,Other Bus,Bus,6,8,0,22May,171,Logan Airport Terminals - Nubian Station
2022-05-24,17,Local Bus,Other Bus,Bus,221,295,0,22May,17,Fields Corner Station - Andrew Station
2022-05-24,17,Local Bus,Other Bus,Bus,92,137,0,22May,17,Fields Corner Station - Andrew Station
2022-05-24,16,Local Bus,Other Bus,Bus,679,918,0,22May,16,Forest Hills Station - Andrew Station or Harbor Point
2022-05-24,16,Local Bus,Other Bus,Bus,166,284,0,22May,16,Forest Hills Station - Andrew Station or Harbor Point
2022-05-24,15,Key Bus Route (Frequent Service),Key Bus,Bus,674,902,0,22May,15,Fields Corner Station or Kane Square - Ruggles Station
2022-05-24,15,Key Bus Route (Frequent Service),Key Bus,Bus,292,343,0,22May,15,Fields Corner Station or Kane Square - Ruggles Station
2022-05-24,14,Local Bus,Other Bus,Bus,125,183,0,22May,14,Roslindale Square - Heath Street
2022-05-24,14,Local Bus,Other Bus,Bus,64,111,0,22May,14,Roslindale Square - Heath Street
2022-05-24,137,Local Bus,Other Bus,Bus,272,465,0,22May,137,Reading Depot - Malden Center Station
2022-05-24,137,Local Bus,Other Bus,Bus,91,199,0,22May,137,Reading Depot - Malden Center Station
2022-05-24,134,Local Bus,Other Bus,Bus,206,309,0,22May,134,North Woburn - Wellington Station
2022-05-24,134,Local Bus,Other Bus,Bus,24,116,0,22May,134,North Woburn - Wellington Station
2022-05-24,451,Limited Service,Other Bus,Bus,26,35,0,22May,451,North Beverly Station - Salem Depot
2022-05-24,743,Rapid Transit,Silver Line,Bus,326,413,0,22May,SL3,Chelsea Station - South Station
2022-05-25,15,Key Bus Route (Frequent Service),Key Bus,Bus,241,317,0,22May,15,Fields Corner Station or Kane Square - Ruggles Station
2022-05-25,14,Local Bus,Other Bus,Bus,103,190,0,22May,14,Roslindale Square - Heath Street
2022-05-25,240,Local Bus,Other Bus,Bus,348,571,0,22May,240,Avon Square - Ashmont Station
2022-05-25,14,Local Bus,Other Bus,Bus,51,113,0,22May,14,Roslindale Square - Heath Street
2022-05-25,240,Local Bus,Other Bus,Bus,126,228,0,22May,240,Avon Square - Ashmont Station
2022-05-25,137,Local Bus,Other Bus,Bus,86,201,0,22May,137,Reading Depot - Malden Center Station
2022-05-25,24,Local Bus,Other Bus,Bus,195,393,0,22May,24,Wakefield Avenue & Truman Parkway - Ashmont Station
2022-05-25,137,Local Bus,Other Bus,Bus,251,457,0,22May,137,Reading Depot - Malden Center Station
2022-05-25,24,Local Bus,Other Bus,Bus,55,178,0,22May,24,Wakefield Avenue & Truman Parkway - Ashmont Station
2022-05-25,134,Local Bus,Other Bus,Bus,22,118,0,22May,134,North Woburn - Wellington Station
2022-05-25,238,Local Bus,Other Bus,Bus,175,330,0,22May,238,Holbrook/Randolph Station - Quincy Center Station
2022-05-25,134,Local Bus,Other Bus,Bus,216,306,0,22May,134,North Woburn - Wellington Station
2022-05-25,238,Local Bus,Other Bus,Bus,90,146,0,22May,238,Holbrook/Randolph Station - Quincy Center Station
2022-05-25,132,Local Bus,Other Bus,Bus,53,66,0,22May,132,Redstone Shopping Center - Malden Center Station
2022-05-25,236,Local Bus,Other Bus,Bus,45,88,0,22May,236,South Shore Plaza - Quincy Center Station
2022-05-24,41,Local Bus,Other Bus,Bus,191,358,0,22May,41,Centre Street & Eliot Street - JFK/UMass Station
2022-05-24,97,Local Bus,Other Bus,Bus,44,70,0,22May,97,Malden Center Station - Wellington Station
2022-05-25,132,Local Bus,Other Bus,Bus,102,147,0,22May,132,Redstone Shopping Center - Malden Center Station
2022-05-25,131,Local Bus,Other Bus,Bus,43,107,0,22May,131,Melrose Highlands - Oak Grove or Malden Center Station
2022-05-25,131,Local Bus,Other Bus,Bus,19,52,0,22May,131,Melrose Highlands - Oak Grove or Malden Center Station
2022-05-25,121,Limited Service,Other Bus,Bus,33,63,0,22May,121,Wood Island Station - Maverick Station
2022-05-25,121,Limited Service,Other Bus,Bus,21,31,0,22May,121,Wood Island Station - Maverick Station
2022-05-25,120,Local Bus,Other Bus,Bus,80,113,0,22May,120,Orient Heights Station - Jeffries Point
2022-05-25,120,Local Bus,Other Bus,Bus,205,296,0,22May,120,Orient Heights Station - Jeffries Point
2022-05-25,119,Local Bus,Other Bus,Bus,86,158,0,22May,119,Northgate Shopping Center - Beachmont Station
2022-05-25,119,Local Bus,Other Bus,Bus,21,57,0,22May,119,Northgate Shopping Center - Beachmont Station
2022-05-25,117,Key Bus Route (Frequent Service),Key Bus,Bus,183,238,0,22May,117,Wonderland Station - Maverick Station via Beach Street
2022-05-25,117,Key Bus Route (Frequent Service),Key Bus,Bus,476,588,0,22May,117,Wonderland Station - Maverick Station via Beach Street
2022-05-25,116,Key Bus Route (Frequent Service),Key Bus,Bus,377,465,0,22May,116,Wonderland Station - Maverick Station via Revere Street
2022-05-25,116,Key Bus Route (Frequent Service),Key Bus,Bus,140,185,0,22May,116,Wonderland Station - Maverick Station via Revere Street
2022-05-25,114,Limited Service,Other Bus,Bus,1,6,0,22May,114,Market Basket - Maverick Station
2022-05-25,114,Limited Service,Other Bus,Bus,40,66,0,22May,114,Market Basket - Maverick Station
2022-05-25,112,Local Bus,Other Bus,Bus,123,178,0,22May,112,Wellington Station - Wood Island Station
2022-05-25,112,Local Bus,Other Bus,Bus,45,83,0,22May,112,Wellington Station - Wood Island Station
2022-05-25,111,Key Bus Route (Frequent Service),Key Bus,Bus,613,763,0,22May,111,Woodlawn - Haymarket Station
2022-05-25,111,Key Bus Route (Frequent Service),Key Bus,Bus,1962,2461,0,22May,111,Woodlawn - Haymarket Station
2022-05-25,110,Local Bus,Other Bus,Bus,316,433,0,22May,110,Wonderland Station - Wellington Station
2022-05-25,110,Local Bus,Other Bus,Bus,205,270,0,22May,110,Wonderland Station - Wellington Station
2022-05-25,11,Local Bus,Other Bus,Bus,328,496,0,22May,11,City Point - Chauncy Street & Summer Street
2022-05-25,11,Local Bus,Other Bus,Bus,203,284,0,22May,11,City Point - Chauncy Street & Summer Street
2022-05-25,109,Local Bus,Other Bus,Bus,104,165,0,22May,109,Linden Square - Sullivan Square Station
2022-05-25,109,Local Bus,Other Bus,Bus,356,563,0,22May,109,Linden Square - Sullivan Square Station
2022-05-25,108,Local Bus,Other Bus,Bus,215,319,0,22May,108,Linden Square - Wellington Station
2022-05-25,108,Local Bus,Other Bus,Bus,71,123,0,22May,108,Linden Square - Wellington Station
2022-05-25,106,Local Bus,Other Bus,Bus,91,130,0,22May,106,Lebanon Loop - Wellington Station
2022-05-25,106,Local Bus,Other Bus,Bus,264,319,0,22May,106,Lebanon Loop - Wellington Station
2022-05-25,105,Local Bus,Other Bus,Bus,34,56,0,22May,105,Malden Center Station - Sullivan Square Station via Newland Street Housing
2022-05-25,105,Local Bus,Other Bus,Bus,58,85,0,22May,105,Malden Center Station - Sullivan Square Station via Newland Street Housing
2022-05-25,104,Local Bus,Other Bus,Bus,86,141,0,22May,104,Malden Center Station - Sullivan Square Station via Ferry Street
2022-05-25,104,Local Bus,Other Bus,Bus,294,532,0,22May,104,Malden Center Station - Sullivan Square Station via Ferry Street
2022-05-25,101,Local Bus,Other Bus,Bus,372,511,0,22May,101,Malden Center Station - Sullivan Square Station via Winter Hill
2022-05-25,101,Local Bus,Other Bus,Bus,174,269,0,22May,101,Malden Center Station - Sullivan Square Station via Winter Hill
2022-05-25,100,Local Bus,Other Bus,Bus,246,291,0,22May,100,Elm Street - Wellington Station
2022-05-25,100,Local Bus,Other Bus,Bus,129,164,0,22May,100,Elm Street - Wellington Station
2022-05-25,10,Local Bus,Other Bus,Bus,116,190,0,22May,10,City Point - Copley Square
2022-05-25,10,Local Bus,Other Bus,Bus,254,458,0,22May,10,City Point - Copley Square
2022-05-25,1,Key Bus Route (Frequent Service),Key Bus,Bus,1156,1578,0,22May,1,Harvard Square - Nubian Station
2022-05-24,743,Rapid Transit,Silver Line,Bus,813,1068,0,22May,SL3,Chelsea Station - South Station
2022-05-24,451,Limited Service,Other Bus,Bus,24,36,0,22May,451,North Beverly Station - Salem Depot
2022-05-25,1,Key Bus Route (Frequent Service),Key Bus,Bus,348,485,0,22May,1,Harvard Square - Nubian Station
2022-05-25,236,Local Bus,Other Bus,Bus,91,152,0,22May,236,South Shore Plaza - Quincy Center Station
2022-05-25,230,Local Bus,Other Bus,Bus,245,356,0,22May,230,Montello Station - Quincy Center Station
2022-05-25,230,Local Bus,Other Bus,Bus,109,174,0,22May,230,Montello Station - Quincy Center Station
2022-05-25,23,Key Bus Route (Frequent Service),Key Bus,Bus,402,524,0,22May,23,Ashmont Station - Ruggles Station via Washington Street
2022-05-25,23,Key Bus Route (Frequent Service),Key Bus,Bus,1184,1621,0,22May,23,Ashmont Station - Ruggles Station via Washington Street
2022-05-25,225,Local Bus,Other Bus,Bus,325,469,0,22May,225,Weymouth Landing - Quincy Center Station
2022-05-24,742,Rapid Transit,Silver Line,Bus,216,281,0,22May,SL2,Drydock Avenue - South Station
2022-05-25,225,Local Bus,Other Bus,Bus,162,249,0,22May,225,Weymouth Landing - Quincy Center Station
2022-05-24,742,Rapid Transit,Silver Line,Bus,145,187,0,22May,SL2,Drydock Avenue - South Station
2022-05-25,222,Local Bus,Other Bus,Bus,189,288,0,22May,222,East Weymouth - Quincy Center Station
2022-05-24,41,Local Bus,Other Bus,Bus,75,164,0,22May,41,Centre Street & Eliot Street - JFK/UMass Station
2022-05-24,450,Express Bus,Other Bus,Bus,175,387,0,22May,450,Salem Depot - Wonderland or Haymarket Station
2022-05-24,40,Local Bus,Other Bus,Bus,53,91,0,22May,40,Georgetowne - Forest Hills Station
2022-05-24,450,Express Bus,Other Bus,Bus,19,135,0,22May,450,Salem Depot - Wonderland or Haymarket Station
2022-05-24,40,Local Bus,Other Bus,Bus,123,199,0,22May,40,Georgetowne - Forest Hills Station
2022-05-24,45,Local Bus,Other Bus,Bus,172,259,0,22May,45,Franklin Park - Ruggles Station
2022-05-24,4,Limited Service,Other Bus,Bus,32,41,0,22May,4,North Station - Tide Street
2022-05-24,45,Local Bus,Other Bus,Bus,409,552,0,22May,45,Franklin Park - Ruggles Station
2022-05-24,4,Limited Service,Other Bus,Bus,44,83,0,22May,4,North Station - Tide Street
2022-05-24,442,Local Bus,Other Bus,Bus,61,99,0,22May,442,Marblehead - Wonderland Station via Humphrey Street
2022-05-24,39,Key Bus Route (Frequent Service),Key Bus,Bus,1005,1298,0,22May,39,Forest Hills Station - Back Bay Station
2022-05-24,442,Local Bus,Other Bus,Bus,212,329,0,22May,442,Marblehead - Wonderland Station via Humphrey Street
2022-05-24,39,Key Bus Route (Frequent Service),Key Bus,Bus,405,574,0,22May,39,Forest Hills Station - Back Bay Station
2022-05-24,441,Local Bus,Other Bus,Bus,82,127,0,22May,441,Marblehead - Wonderland Station via Paradise Road
2022-05-24,38,Local Bus,Other Bus,Bus,74,142,0,22May,38,Wren Street - Forest Hills Station
2022-05-24,441,Local Bus,Other Bus,Bus,47,66,0,22May,441,Marblehead - Wonderland Station via Paradise Road
2022-05-24,38,Local Bus,Other Bus,Bus,130,215,0,22May,38,Wren Street - Forest Hills Station
2022-05-24,44,Local Bus,Other Bus,Bus,466,614,0,22May,44,Jackson Square Station - Ruggles Station
2022-05-24,37,Local Bus,Other Bus,Bus,127,209,0,22May,37,Baker Street & Vermont Street - Forest Hills Station
2022-05-24,44,Local Bus,Other Bus,Bus,176,236,0,22May,44,Jackson Square Station - Ruggles Station
2022-05-24,37,Local Bus,Other Bus,Bus,94,133,0,22May,37,Baker Street & Vermont Street - Forest Hills Station
2022-05-24,439,Limited Service,Other Bus,Bus,9,21,0,22May,439,Nahant - Wonderland Station
2022-05-24,36,Local Bus,Other Bus,Bus,139,226,0,22May,36,Millennium Park or VA Hospital - Forest Hills Station
2022-05-24,439,Limited Service,Other Bus,Bus,10,19,0,22May,439,Nahant - Wonderland Station
2022-05-24,36,Local Bus,Other Bus,Bus,277,440,0,22May,36,Millennium Park or VA Hospital - Forest Hills Station
2022-05-24,436,Local Bus,Other Bus,Bus,98,133,0,22May,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle"
2022-05-24,354,Express Bus,Other Bus,Bus,69,139,0,22May,354,"North Burlington - State Street, Boston"
2022-05-24,436,Local Bus,Other Bus,Bus,50,78,0,22May,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle"
2022-05-24,354,Express Bus,Other Bus,Bus,43,151,0,22May,354,"North Burlington - State Street, Boston"
2022-05-24,435,Local Bus,Other Bus,Bus,15,63,0,22May,435,"Liberty Tree Mall - Central Square, Lynn via Peabody Square"
2022-05-24,351,Limited Service,Other Bus,Bus,50,89,0,22May,351,Bedford Woods Drive - Third Avenue
2022-05-24,435,Local Bus,Other Bus,Bus,117,200,0,22May,435,"Liberty Tree Mall - Central Square, Lynn via Peabody Square"
2022-05-24,430,Local Bus,Other Bus,Bus,59,104,0,22May,430,Saugus Center - Malden Center Station
2022-05-24,430,Local Bus,Other Bus,Bus,97,175,0,22May,430,Saugus Center - Malden Center Station
2022-05-24,43,Local Bus,Other Bus,Bus,33,65,0,22May,43,Ruggles  Station - Park Street Station
2022-05-24,43,Local Bus,Other Bus,Bus,148,233,0,22May,43,Ruggles  Station - Park Street Station
2022-05-24,429,Local Bus,Other Bus,Bus,113,198,0,22May,429,"Northgate Shopping Center - Central Square, Lynn"
2022-05-24,429,Local Bus,Other Bus,Bus,38,82,0,22May,429,"Northgate Shopping Center - Central Square, Lynn"
2022-05-24,428,Express Bus,Other Bus,Bus,5,17,0,22May,428,Oaklandvale - Haymarket Station
2022-05-24,428,Express Bus,Other Bus,Bus,1,23,0,22May,428,Oaklandvale - Haymarket Station
2022-05-24,426,Express Bus,Other Bus,Bus,128,254,0,22May,426,"Central Square, Lynn - Haymarket or Wonderland Station"
2022-05-24,426,Express Bus,Other Bus,Bus,46,120,0,22May,426,"Central Square, Lynn - Haymarket or Wonderland Station"
2022-05-24,424,Express Bus,Other Bus,Bus,12,37,0,22May,424,Eastern Avenue & Essex Street - Wonderland Station
2022-05-24,424,Express Bus,Other Bus,Bus,14,23,0,22May,424,Eastern Avenue & Essex Street - Wonderland Station
2022-05-24,42,Local Bus,Other Bus,Bus,187,326,0,22May,42,Forest Hills Station - Nubian Station
2022-05-24,42,Local Bus,Other Bus,Bus,25,83,0,22May,42,Forest Hills Station - Nubian Station
2022-05-24,411,Local Bus,Other Bus,Bus,28,74,0,22May,411,Kennedy Drive or Jack Satter House - Malden Center Station
2022-05-24,741,Rapid Transit,Silver Line,Bus,789,1061,0,22May,SL1,Logan Airport Terminals - South Station
2022-05-24,97,Local Bus,Other Bus,Bus,63,74,0,22May,97,Malden Center Station - Wellington Station
2022-05-25,222,Local Bus,Other Bus,Bus,73,101,0,22May,222,East Weymouth - Quincy Center Station
2022-05-24,96,Local Bus,Other Bus,Bus,282,353,0,22May,96,Medford Square - Harvard Station
2022-05-24,96,Local Bus,Other Bus,Bus,100,141,0,22May,96,Medford Square - Harvard Station
2022-05-24,95,Local Bus,Other Bus,Bus,73,143,0,22May,95,West Medford or Arlington Center - Sullivan Square Station
2022-05-24,95,Local Bus,Other Bus,Bus,187,252,0,22May,95,West Medford or Arlington Center - Sullivan Square Station
